Region,Year,Month,Avg_Temperature
Madinah,2024,2,19.3
Madinah,2024,3,23.5
Madinah,2024,4,26.7
Madinah,2024,5,32.0
Madinah,2024,6,37.6
Madinah,2024,7,35.3
Madinah,2024,8,36.0
Madinah,2024,9,35.0
Madinah,2024,10,29.7
Madinah,2024,11,24.7
Madinah,2024,12,18.7
Madinah,2025,1,17.3
Madinah,2025,2,19.1
Madinah,2025,3,23.3
Madinah,2025,4,28.6
Madinah,2025,5,32.6
Madinah,2025,6,34.1
Madinah,2025,7,34.6
Madinah,2025,8,36.8
Madinah,2025,9,34.7
Madinah,2025,10,29.7
Madinah,2025,11,23.5
Madinah,2025,12,18.1
Madinah,2026,1,18.8
Makkah,2017,1,23.8
Makkah,2017,2,22.3
Makkah,2017,3,25.9
Makkah,2017,4,31.0
Makkah,2017,5,32.9
Makkah,2017,6,34.5
Makkah,2017,7,35.3
Makkah,2017,8,34.1
Makkah,2017,9,33.4
Makkah,2017,10,30.9
Makkah,2017,11,26.7
Makkah,2017,12,24.8
Makkah,2018,1,22.2
Makkah,2018,2,25.1
Makkah,2018,3,28.0
Makkah,2018,4,28.7
Makkah,2018,5,33.4
Makkah,2018,6,34.6
Makkah,2018,7,34.3
Makkah,2018,8,34.1
Makkah,2018,9,33.4
Makkah,2018,10,30.1
Makkah,2018,11,24.5
Makkah,2018,12,23.8
Makkah,2019,1,23.5
Makkah,2019,2,23.2
Makkah,2019,3,24.4
Makkah,2019,4,28.8
Makkah,2019,5,33.3
Makkah,2019,6,35.9
Makkah,2019,7,35.1
Makkah,2019,8,33.5
Makkah,2019,9,33.6
Makkah,2019,10,30.3
Makkah,2019,11,26.9
Makkah,2019,12,23.7
Makkah,2020,1,20.4
Makkah,2020,2,22.6
Makkah,2020,3,25.7
Makkah,2020,4,28.7
Makkah,2020,5,33.1
Makkah,2020,6,34.9
Makkah,2020,7,33.8
Makkah,2020,8,33.6
Makkah,2020,9,34.1
Makkah,2020,10,31.2
Makkah,2020,11,26.6
Makkah,2020,12,24.0
Makkah,2021,1,23.2
Makkah,2021,2,22.9
Makkah,2021,3,27.7
Makkah,2021,4,29.8
Makkah,2021,5,33.1
Makkah,2021,6,35.0
Makkah,2021,7,33.8
Makkah,2021,8,34.8
Makkah,2021,9,33.2
Makkah,2021,10,31.6
Makkah,2021,11,27.5
Makkah,2021,12,24.2
Makkah,2022,1,20.3
Makkah,2022,2,22.8
Makkah,2022,3,26.0
Makkah,2022,4,31.7
Makkah,2022,5,33.9
Makkah,2022,6,34.7
Makkah,2022,7,34.0
Makkah,2022,8,33.6
Makkah,2022,9,33.2
Makkah,2022,10,30.6
Makkah,2022,11,27.4
Makkah,2022,12,23.6
Makkah,2023,1,21.4
Makkah,2023,2,23.3
Makkah,2023,3,25.6
Makkah,2023,4,28.8
Makkah,2023,5,32.4
Makkah,2023,6,35.6
Makkah,2023,7,36.0
Makkah,2023,8,34.9
Makkah,2023,9,34.7
Makkah,2023,10,31.5
Makkah,2023,11,27.2
Makkah,2023,12,24.5
Makkah,2024,1,22.9
Makkah,2024,2,22.5
Makkah,2024,3,26.8
Makkah,2024,4,29.1
Makkah,2024,5,32.6
Makkah,2024,6,35.8
Makkah,2024,7,35.3
Makkah,2024,8,32.8
Makkah,2024,9,33.9
Makkah,2024,10,31.4
Makkah,2024,11,26.9
Makkah,2024,12,24.3
Makkah,2025,1,23.2
Makkah,2025,2,23.6
Makkah,2025,3,26.2
Makkah,2025,4,30.3
Makkah,2025,5,33.3
Makkah,2025,6,35.3
Makkah,2025,7,35.6
Makkah,2025,8,34.3
Makkah,2025,9,33.9
Makkah,2025,10,31.7
Makkah,2025,11,27.6
Makkah,2025,12,23.8
Makkah,2026,1,24.3
Najran,2017,1,19.7
Najran,2017,2,19.4
Najran,2017,3,24.9
Najran,2017,4,26.8
Najran,2017,5,29.2
Najran,2017,6,30.7
Najran,2017,7,31.5
Najran,2017,8,30.5
Najran,2017,9,28.7
Najran,2017,10,24.3
Najran,2017,11,20.5
Najran,2017,12,15.3
Najran,2018,1,16.8
Najran,2018,2,20.4
Najran,2018,3,23.1
Najran,2018,4,25.1
Najran,2018,5,28.5
Najran,2018,6,30.5
Najran,2018,7,30.3
Najran,2018,8,29.9
Najran,2018,9,28.9
Najran,2018,10,24.0
Najran,2018,11,22.1
Najran,2018,12,19.2
Najran,2019,1,20.2
Najran,2019,2,21.4
Najran,2019,3,23.9
Najran,2019,4,26.2
Najran,2019,5,26.9
Najran,2019,6,31.0
Najran,2019,7,31.3
Najran,2019,8,30.0
Najran,2019,9,28.8
Najran,2019,10,25.0
Najran,2019,11,21.0
Najran,2019,12,19.3
Najran,2020,1,18.3
Najran,2020,2,21.8
Najran,2020,3,23.8
Najran,2020,4,26.6
Najran,2020,5,28.8
Najran,2020,6,30.5
Najran,2020,7,30.0
Najran,2020,8,30.2
Najran,2020,9,28.4
Najran,2020,10,23.4
Najran,2020,11,21.2
Najran,2020,12,18.5
Najran,2021,1,17.4
Najran,2021,2,20.3
Najran,2021,3,24.4
Najran,2021,4,25.6
Najran,2021,5,29.4
Najran,2021,6,30.7
Najran,2021,7,29.5
Najran,2021,8,30.7
Najran,2021,9,28.7
Najran,2021,10,25.1
Najran,2021,11,21.0
Najran,2021,12,18.2
Najran,2022,1,19.3
Najran,2022,2,20.7
Najran,2022,3,23.5
Najran,2022,4,26.5
Najran,2022,5,28.8
Najran,2022,6,30.9
Najran,2022,7,29.1
Najran,2022,8,29.1
Najran,2022,9,28.7
Najran,2022,10,23.9
Najran,2022,11,21.2
Najran,2022,12,18.3
Najran,2023,1,18.4
Najran,2023,2,21.7
Najran,2023,3,23.0
Najran,2023,4,24.6
Najran,2023,5,27.9
Najran,2023,6,30.7
Najran,2023,7,32.6
Najran,2023,8,31.3
Najran,2023,9,29.8
Najran,2023,10,25.3
Najran,2023,11,22.6
Najran,2023,12,18.1
Najran,2024,1,19.8
Najran,2024,2,21.6
Najran,2024,3,24.2
Najran,2024,4,26.6
Najran,2024,5,29.5
Najran,2024,6,31.7
Najran,2024,7,31.4
Najran,2024,8,29.9
Najran,2024,9,29.5
Najran,2024,10,25.7
Najran,2024,11,21.3
Najran,2024,12,17.5
Najran,2025,1,16.8
Najran,2025,2,21.8
Najran,2025,3,23.5
Najran,2025,4,27.3
Najran,2025,5,29.5
Najran,2025,6,31.0
Najran,2025,7,31.6
Najran,2025,8,30.0
Najran,2025,9,29.3
Najran,2025,10,23.7
Najran,2025,11,18.3
Najran,2025,12,18.3
Najran,2026,1,17.6
Northern Borders,2017,1,7.7
Northern Borders,2017,2,8.7
Northern Borders,2017,3,16.0
Northern Borders,2017,4,21.7
Northern Borders,2017,5,28.3
Northern Borders,2017,6,32.2
Northern Borders,2017,7,36.7
Northern Borders,2017,8,36.2
Northern Borders,2017,9,32.6
Northern Borders,2017,10,23.8
Northern Borders,2017,11,16.6
Northern Borders,2017,12,11.8
Northern Borders,2018,1,10.4
Northern Borders,2018,2,13.4
Northern Borders,2018,3,20.4
Northern Borders,2018,4,21.5
Northern Borders,2018,5,27.2
Northern Borders,2018,6,32.0
Northern Borders,2018,7,33.7
Northern Borders,2018,8,33.3
Northern Borders,2018,9,31.9
Northern Borders,2018,10,25.4
Northern Borders,2018,11,14.4
Northern Borders,2018,12,11.0
Northern Borders,2019,1,9.2
Northern Borders,2019,2,10.6
Northern Borders,2019,3,14.7
Northern Borders,2019,4,19.4
Northern Borders,2019,5,29.1
Northern Borders,2019,6,33.7
Northern Borders,2019,7,33.9
Northern Borders,2019,8,34.4
Northern Borders,2019,9,31.6
Northern Borders,2019,10,25.8
Northern Borders,2019,11,15.3
Northern Borders,2019,12,11.2
Northern Borders,2020,1,9.1
Northern Borders,2020,2,11.2
Northern Borders,2020,3,16.7
Northern Borders,2020,4,22.3
Northern Borders,2020,5,27.9
Northern Borders,2020,6,31.6
Northern Borders,2020,7,36.4
Northern Borders,2020,8,32.9
Northern Borders,2020,9,33.2
Northern Borders,2020,10,25.2
Northern Borders,2020,11,16.8
Northern Borders,2020,12,10.9
Northern Borders,2021,1,10.2
Northern Borders,2021,2,12.0
Northern Borders,2021,3,17.5
Northern Borders,2021,4,23.7
Northern Borders,2021,5,30.1
Northern Borders,2021,6,32.5
Northern Borders,2021,7,35.7
Northern Borders,2021,8,34.8
Northern Borders,2021,9,30.1
Northern Borders,2021,10,25.1
Northern Borders,2021,11,17.0
Northern Borders,2021,12,11.9
Northern Borders,2022,1,8.9
Northern Borders,2022,2,12.9
Northern Borders,2022,3,14.2
Northern Borders,2022,4,23.7
Northern Borders,2022,5,27.0
Northern Borders,2022,6,33.5
Northern Borders,2022,7,34.5
Northern Borders,2022,8,35.4
Northern Borders,2022,9,31.3
Northern Borders,2022,10,25.7
Northern Borders,2022,11,16.7
Northern Borders,2022,12,11.5
Northern Borders,2023,1,9.0
Northern Borders,2023,2,10.6
Northern Borders,2023,3,17.7
Northern Borders,2023,4,21.8
Northern Borders,2023,5,26.9
Northern Borders,2023,6,32.2
Northern Borders,2023,7,35.3
Northern Borders,2023,8,35.7
Northern Borders,2023,9,32.1
Northern Borders,2023,10,25.4
Northern Borders,2023,11,17.7
Northern Borders,2023,12,13.1
Northern Borders,2024,1,12.1
Northern Borders,2024,2,11.7
Northern Borders,2024,3,16.0
Northern Borders,2024,4,24.2
Northern Borders,2024,5,27.7
Northern Borders,2024,6,35.2
Northern Borders,2024,7,35.0
Northern Borders,2024,8,35.0
Northern Borders,2024,9,30.7
Northern Borders,2024,10,23.2
Northern Borders,2024,11,16.0
Northern Borders,2024,12,10.9
Northern Borders,2025,1,9.8
Northern Borders,2025,2,9.5
Northern Borders,2025,3,16.5
Northern Borders,2025,4,23.6
Northern Borders,2025,5,29.3
Northern Borders,2025,6,33.2
Northern Borders,2025,7,34.6
Northern Borders,2025,8,35.2
Northern Borders,2025,9,30.7
Northern Borders,2025,10,25.3
Northern Borders,2025,11,18.7
Northern Borders,2025,12,11.8
Northern Borders,2026,1,10.0
Qassim,2017,1,14.2
Qassim,2017,2,13.2
Qassim,2017,3,21.2
Qassim,2017,4,27.6
Qassim,2017,5,32.6
Qassim,2017,6,34.9
Qassim,2017,7,37.6
Qassim,2017,8,37.2
Qassim,2017,9,33.0
Qassim,2017,10,28.2
Qassim,2017,11,21.3
Qassim,2017,12,12.8
Qassim,2018,1,13.1
Qassim,2018,2,18.0
Qassim,2018,3,24.1
Qassim,2018,4,25.0
Qassim,2018,5,31.1
Qassim,2018,6,34.9
Qassim,2018,7,35.9
Qassim,2018,8,35.0
Qassim,2018,9,34.9
Qassim,2018,10,27.0
Qassim,2018,11,17.1
Qassim,2018,12,15.4
Qassim,2019,1,16.0
Qassim,2019,2,14.7
Qassim,2019,3,18.9
Qassim,2019,4,23.5
Qassim,2019,5,31.6
Qassim,2019,6,35.9
Qassim,2019,7,36.2
Qassim,2019,8,35.5
Qassim,2019,9,34.2
Qassim,2019,10,29.3
Qassim,2019,11,19.9
Qassim,2019,12,16.0
Qassim,2020,1,12.4
Qassim,2020,2,16.9
Qassim,2020,3,20.9
Qassim,2020,4,26.0
Qassim,2020,5,31.5
Qassim,2020,6,34.7
Qassim,2020,7,37.5
Qassim,2020,8,35.2
Qassim,2020,9,33.0
Qassim,2020,10,25.1
Qassim,2020,11,21.5
Qassim,2020,12,14.8
Qassim,2021,1,14.3
Qassim,2021,2,16.0
Qassim,2021,3,23.1
Qassim,2021,4,27.3
Qassim,2021,5,33.1
Qassim,2021,6,35.8
Qassim,2021,7,37.9
Qassim,2021,8,36.2
Qassim,2021,9,32.6
Qassim,2021,10,29.1
Qassim,2021,11,20.8
Qassim,2021,12,15.6
Qassim,2022,1,13.1
Qassim,2022,2,16.2
Qassim,2022,3,21.0
Qassim,2022,4,27.6
Qassim,2022,5,31.0
Qassim,2022,6,35.7
Qassim,2022,7,36.1
Qassim,2022,8,36.6
Qassim,2022,9,32.9
Qassim,2022,10,27.5
Qassim,2022,11,22.0
Qassim,2022,12,15.1
Qassim,2023,1,12.5
Qassim,2023,2,14.5
Qassim,2023,3,20.3
Qassim,2023,4,22.8
Qassim,2023,5,31.1
Qassim,2023,6,34.7
Qassim,2023,7,36.8
Qassim,2023,8,36.9
Qassim,2023,9,34.5
Qassim,2023,10,29.0
Qassim,2023,11,20.3
Qassim,2023,12,17.0
Qassim,2024,1,15.6
Qassim,2024,2,15.9
Qassim,2024,3,20.3
Qassim,2024,4,25.3
Qassim,2024,5,31.4
Qassim,2024,6,36.7
Qassim,2024,7,36.6
Qassim,2024,8,37.2
Qassim,2024,9,33.7
Qassim,2024,10,26.5
Qassim,2024,11,21.1
Qassim,2024,12,15.7
Qassim,2025,1,12.5
Qassim,2025,2,13.7
Qassim,2025,3,20.2
Qassim,2025,4,28.4
Qassim,2025,5,32.7
Qassim,2025,6,35.2
Qassim,2025,7,36.1
Qassim,2025,8,36.7
Qassim,2025,9,34.0
Qassim,2025,10,27.6
Qassim,2025,11,20.5
Qassim,2025,12,15.1
Qassim,2026,1,14.4
Riyadh,2017,1,16.2
Riyadh,2017,2,13.2
Riyadh,2017,3,21.0
Riyadh,2017,4,28.7
Riyadh,2017,5,33.5
Riyadh,2017,6,35.3
Riyadh,2017,7,38.1
Riyadh,2017,8,37.3
Riyadh,2017,9,33.3
Riyadh,2017,10,28.7
Riyadh,2017,11,21.0
Riyadh,2017,12,14.5
Riyadh,2018,1,14.2
Riyadh,2018,2,19.1
Riyadh,2018,3,24.3
Riyadh,2018,4,26.4
Riyadh,2018,5,31.7
Riyadh,2018,6,35.9
Riyadh,2018,7,36.7
Riyadh,2018,8,35.8
Riyadh,2018,9,34.7
Riyadh,2018,10,27.7
Riyadh,2018,11,20.1
Riyadh,2018,12,17.1
Riyadh,2019,1,17.2
Riyadh,2019,2,16.9
Riyadh,2019,3,19.7
Riyadh,2019,4,25.0
Riyadh,2019,5,32.0
Riyadh,2019,6,36.6
Riyadh,2019,7,36.7
Riyadh,2019,8,36.1
Riyadh,2019,9,34.3
Riyadh,2019,10,29.8
Riyadh,2019,11,20.3
Riyadh,2019,12,16.2
Riyadh,2020,1,13.5
Riyadh,2020,2,17.8
Riyadh,2020,3,21.9
Riyadh,2020,4,27.2
Riyadh,2020,5,32.3
Riyadh,2020,6,35.8
Riyadh,2020,7,37.9
Riyadh,2020,8,35.8
Riyadh,2020,9,33.5
Riyadh,2020,10,26.2
Riyadh,2020,11,22.0
Riyadh,2020,12,15.8
Riyadh,2021,1,15.2
Riyadh,2021,2,17.2
Riyadh,2021,3,24.3
Riyadh,2021,4,28.2
Riyadh,2021,5,33.7
Riyadh,2021,6,35.9
Riyadh,2021,7,37.8
Riyadh,2021,8,36.8
Riyadh,2021,9,32.5
Riyadh,2021,10,29.1
Riyadh,2021,11,22.3
Riyadh,2021,12,16.7
Riyadh,2022,1,14.0
Riyadh,2022,2,17.5
Riyadh,2022,3,22.5
Riyadh,2022,4,28.6
Riyadh,2022,5,31.8
Riyadh,2022,6,36.3
Riyadh,2022,7,36.6
Riyadh,2022,8,37.0
Riyadh,2022,9,33.4
Riyadh,2022,10,28.3
Riyadh,2022,11,23.6
Riyadh,2022,12,16.4
Riyadh,2023,1,12.9
Riyadh,2023,2,17.7
Riyadh,2023,3,22.3
Riyadh,2023,4,24.0
Riyadh,2023,5,32.3
Riyadh,2023,6,35.6
Riyadh,2023,7,37.6
Riyadh,2023,8,37.5
Riyadh,2023,9,34.7
Riyadh,2023,10,29.2
Riyadh,2023,11,22.6
Riyadh,2023,12,17.7
Riyadh,2024,1,17.4
Riyadh,2024,2,17.3
Riyadh,2024,3,21.0
Riyadh,2024,4,25.6
Riyadh,2024,5,31.8
Riyadh,2024,6,37.2
Riyadh,2024,7,37.5
Riyadh,2024,8,37.3
Riyadh,2024,9,33.9
Riyadh,2024,10,28.4
Riyadh,2024,11,23.6
Riyadh,2024,12,17.6
Riyadh,2025,1,14.6
Riyadh,2025,2,16.2
Riyadh,2025,3,22.1
Riyadh,2025,4,31.0
Riyadh,2025,5,35.0
Riyadh,2025,6,36.9
Riyadh,2025,7,38.0
Riyadh,2025,8,38.1
Riyadh,2025,9,35.5
Riyadh,2025,10,28.8
Riyadh,2025,11,22.5
Riyadh,2025,12,17.3
Riyadh,2026,1,16.0
Tabuk,2017,1,10.9
Tabuk,2017,2,11.0
Tabuk,2017,3,17.2
Tabuk,2017,4,23.0
Tabuk,2017,5,27.2
Tabuk,2017,6,30.6
Tabuk,2017,7,33.7
Tabuk,2017,8,33.6
Tabuk,2017,9,30.0
Tabuk,2017,10,22.8
Tabuk,2017,11,17.1
Tabuk,2017,12,14.2
Tabuk,2018,1,10.8
Tabuk,2018,2,16.4
Tabuk,2018,3,21.6
Tabuk,2018,4,22.5
Tabuk,2018,5,27.8
Tabuk,2018,6,30.4
Tabuk,2018,7,31.4
Tabuk,2018,8,31.3
Tabuk,2018,9,31.4
Tabuk,2018,10,24.3
Tabuk,2018,11,16.9
Tabuk,2018,12,12.4
Tabuk,2019,1,11.4
Tabuk,2019,2,12.9
Tabuk,2019,3,15.3
Tabuk,2019,4,20.2
Tabuk,2019,5,28.4
Tabuk,2019,6,31.0
Tabuk,2019,7,31.4
Tabuk,2019,8,30.9
Tabuk,2019,9,29.8
Tabuk,2019,10,25.7
Tabuk,2019,11,18.1
Tabuk,2019,12,11.9
Tabuk,2020,1,9.3
Tabuk,2020,2,12.6
Tabuk,2020,3,17.0
Tabuk,2020,4,21.7
Tabuk,2020,5,26.9
Tabuk,2020,6,29.6
Tabuk,2020,7,33.0
Tabuk,2020,8,31.0
Tabuk,2020,9,31.8
Tabuk,2020,10,26.3
Tabuk,2020,11,17.4
Tabuk,2020,12,13.9
Tabuk,2021,1,12.8
Tabuk,2021,2,13.6
Tabuk,2021,3,18.8
Tabuk,2021,4,23.6
Tabuk,2021,5,28.8
Tabuk,2021,6,30.5
Tabuk,2021,7,32.2
Tabuk,2021,8,32.3
Tabuk,2021,9,29.6
Tabuk,2021,10,25.2
Tabuk,2021,11,18.4
Tabuk,2021,12,13.1
Tabuk,2022,1,9.9
Tabuk,2022,2,12.7
Tabuk,2022,3,15.7
Tabuk,2022,4,25.5
Tabuk,2022,5,27.3
Tabuk,2022,6,30.9
Tabuk,2022,7,31.5
Tabuk,2022,8,33.3
Tabuk,2022,9,29.7
Tabuk,2022,10,24.9
Tabuk,2022,11,18.0
Tabuk,2022,12,13.3
Tabuk,2023,1,11.9
Tabuk,2023,2,12.4
Tabuk,2023,3,18.0
Tabuk,2023,4,22.4
Tabuk,2023,5,25.9
Tabuk,2023,6,30.6
Tabuk,2023,7,33.0
Tabuk,2023,8,33.9
Tabuk,2023,9,30.8
Tabuk,2023,10,25.4
Tabuk,2023,11,20.4
Tabuk,2023,12,14.9
Tabuk,2024,1,12.7
Tabuk,2024,2,13.1
Tabuk,2024,3,17.8
Tabuk,2024,4,23.8
Tabuk,2024,5,26.8
Tabuk,2024,6,33.2
Tabuk,2024,7,32.2
Tabuk,2024,8,32.4
Tabuk,2024,9,29.4
Tabuk,2024,10,24.0
Tabuk,2024,11,16.7
Tabuk,2024,12,12.0
Tabuk,2025,1,11.9
Tabuk,2025,2,11.3
Tabuk,2025,3,18.4
Tabuk,2025,4,23.7
Tabuk,2025,5,27.3
Tabuk,2025,6,30.8
Tabuk,2025,7,31.8
Tabuk,2025,8,33.4
Tabuk,2025,9,29.4
Tabuk,2025,10,25.2
Tabuk,2025,11,20.5
Tabuk,2025,12,12.9
Tabuk,2026,1,13.3
Al Baha,2017,1,13.6
Al Baha,2017,2,11.1
Al Baha,2017,3,14.0
Al Baha,2017,4,18.6
Al Baha,2017,5,20.2
Al Baha,2017,6,24.2
Al Baha,2017,7,23.6
Al Baha,2017,8,23.0
Al Baha,2017,9,22.2
Al Baha,2017,10,19.2
Al Baha,2017,11,14.9
Al Baha,2017,12,12.1
Al Baha,2018,1,10.7
Al Baha,2018,2,13.3
Al Baha,2018,3,16.1
Al Baha,2018,4,16.3
Al Baha,2018,5,20.8
Al Baha,2018,6,23.3
Al Baha,2018,7,22.1
Al Baha,2018,8,21.7
Al Baha,2018,9,22.9
Al Baha,2018,10,17.7
Al Baha,2018,11,13.9
Al Baha,2018,12,12.8
Al Baha,2019,1,13.8
Al Baha,2019,2,12.9
Al Baha,2019,3,13.1
Al Baha,2019,4,16.1
Al Baha,2019,5,19.4
Al Baha,2019,6,23.6
Al Baha,2019,7,23.9
Al Baha,2019,8,21.4
Al Baha,2019,9,23.2
Al Baha,2019,10,18.8
Al Baha,2019,11,14.7
Al Baha,2019,12,12.1
Al Baha,2020,1,9.9
Al Baha,2020,2,12.8
Al Baha,2020,3,14.6
Al Baha,2020,4,17.2
Al Baha,2020,5,21.1
Al Baha,2020,6,24.3
Al Baha,2020,7,22.9
Al Baha,2020,8,21.6
Al Baha,2020,9,22.7
Al Baha,2020,10,18.5
Al Baha,2020,11,15.6
Al Baha,2020,12,13.2
Al Baha,2021,1,12.1
Al Baha,2021,2,12.7
Al Baha,2021,3,17.2
Al Baha,2021,4,18.1
Al Baha,2021,5,21.5
Al Baha,2021,6,24.6
Al Baha,2021,7,22.4
Al Baha,2021,8,22.9
Al Baha,2021,9,22.4
Al Baha,2021,10,19.6
Al Baha,2021,11,15.8
Al Baha,2021,12,13.5
Al Baha,2022,1,11.2
Al Baha,2022,2,12.6
Al Baha,2022,3,16.3
Al Baha,2022,4,19.4
Al Baha,2022,5,22.2
Al Baha,2022,6,24.4
Al Baha,2022,7,21.8
Al Baha,2022,8,20.9
Al Baha,2022,9,21.9
Al Baha,2022,10,18.8
Al Baha,2022,11,15.6
Al Baha,2022,12,12.0
Al Baha,2023,1,11.0
Al Baha,2023,2,13.6
Al Baha,2023,3,13.9
Al Baha,2023,4,15.7
Al Baha,2023,5,20.0
Al Baha,2023,6,22.6
Al Baha,2023,7,24.3
Al Baha,2023,8,22.9
Al Baha,2023,9,23.5
Al Baha,2023,10,19.2
Al Baha,2023,11,15.5
Al Baha,2023,12,13.0
Al Baha,2024,1,12.5
Al Baha,2024,2,12.6
Al Baha,2024,3,14.9
Al Baha,2024,4,16.2
Al Baha,2024,5,20.9
Al Baha,2024,6,24.7
Al Baha,2024,7,22.8
Al Baha,2024,8,21.0
Al Baha,2024,9,21.9
Al Baha,2024,10,19.0
Al Baha,2024,11,15.4
Al Baha,2024,12,12.9
Al Baha,2025,1,11.4
Al Baha,2025,2,13.3
Al Baha,2025,3,14.0
Al Baha,2025,4,19.2
Al Baha,2025,5,21.9
Al Baha,2025,6,23.8
Al Baha,2025,7,22.5
Al Baha,2025,8,22.5
Al Baha,2025,9,22.5
Al Baha,2025,10,18.5
Al Baha,2025,11,14.2
Al Baha,2025,12,11.7
Al Baha,2026,1,12.4
Al Jouf,2017,1,9.4
Al Jouf,2017,2,9.7
Al Jouf,2017,3,17.1
Al Jouf,2017,4,23.3
Al Jouf,2017,5,29.1
Al Jouf,2017,6,33.0
Al Jouf,2017,7,37.5
Al Jouf,2017,8,36.8
Al Jouf,2017,9,32.8
Al Jouf,2017,10,24.6
Al Jouf,2017,11,17.9
Al Jouf,2017,12,12.6
Al Jouf,2018,1,10.6
Al Jouf,2018,2,14.6
Al Jouf,2018,3,21.5
Al Jouf,2018,4,22.9
Al Jouf,2018,5,28.2
Al Jouf,2018,6,32.7
Al Jouf,2018,7,34.1
Al Jouf,2018,8,33.7
Al Jouf,2018,9,32.8
Al Jouf,2018,10,25.8
Al Jouf,2018,11,14.9
Al Jouf,2018,12,11.6
Al Jouf,2019,1,10.4
Al Jouf,2019,2,11.1
Al Jouf,2019,3,15.3
Al Jouf,2019,4,20.5
Al Jouf,2019,5,29.8
Al Jouf,2019,6,33.8
Al Jouf,2019,7,34.2
Al Jouf,2019,8,34.0
Al Jouf,2019,9,32.5
Al Jouf,2019,10,27.0
Al Jouf,2019,11,16.6
Al Jouf,2019,12,12.0
Al Jouf,2020,1,9.4
Al Jouf,2020,2,12.5
Al Jouf,2020,3,17.8
Al Jouf,2020,4,22.5
Al Jouf,2020,5,28.4
Al Jouf,2020,6,31.7
Al Jouf,2020,7,36.5
Al Jouf,2020,8,33.1
Al Jouf,2020,9,33.4
Al Jouf,2020,10,25.5
Al Jouf,2020,11,17.9
Al Jouf,2020,12,12.6
Al Jouf,2021,1,11.1
Al Jouf,2021,2,13.2
Al Jouf,2021,3,18.7
Al Jouf,2021,4,24.5
Al Jouf,2021,5,30.7
Al Jouf,2021,6,33.3
Al Jouf,2021,7,35.8
Al Jouf,2021,8,34.9
Al Jouf,2021,9,30.8
Al Jouf,2021,10,26.2
Al Jouf,2021,11,17.8
Al Jouf,2021,12,12.7
Al Jouf,2022,1,9.5
Al Jouf,2022,2,13.2
Al Jouf,2022,3,15.5
Al Jouf,2022,4,24.8
Al Jouf,2022,5,27.8
Al Jouf,2022,6,33.8
Al Jouf,2022,7,34.9
Al Jouf,2022,8,35.7
Al Jouf,2022,9,31.6
Al Jouf,2022,10,26.2
Al Jouf,2022,11,17.6
Al Jouf,2022,12,12.3
Al Jouf,2023,1,10.2
Al Jouf,2023,2,11.6
Al Jouf,2023,3,18.2
Al Jouf,2023,4,22.7
Al Jouf,2023,5,27.6
Al Jouf,2023,6,32.6
Al Jouf,2023,7,35.6
Al Jouf,2023,8,35.8
Al Jouf,2023,9,32.9
Al Jouf,2023,10,26.1
